Bankrupt,working capital to total assets assets,retained earning to total assets,ROA (C) : Return On Total Assets (C) : before interest and depreciation before interest,net worth / assets
0,824564368,923012651,504899332,926172265
0,842426714,94529434,552235168,855398011
0,854452913,92546745,50397309,878525864
0,814996142,941805011,497050651,837802703
0,781082409,944980133,559937601,944493152
0,801243604,919503799,446399844,834205037
0,85452802,942862742,500999366,943918735
0,828047669,941679238,533954078,812921365
0,807831672,936579302,508458051,890014209
0,811077101,946861006,558962609,86900263
0,817518845,945105887,542290255,913323457
0,823012896,936728857,487251987,908244399
0,866057877,950969779,585043631,915228104
0,864391918,950976649,572758738,935453638
0,847494956,932931325,48340077,915228104
0,830847561,935333088,513820504,821174834
0,752576025,926757143,468970897,823200411
0,922400677,953077209,59430605,932279227
0,78473102,945394393,55428265,864709617
0,877839212,957162387,574026227,906158358
0,773419938,935436017,490908205,899839768
0,797184053,941597717,505679325,792151646
0,83978737,92698368,456247258,851770112
0,853096943,944071725,525569151,919097863
0,904349612,9670258,676010335,887504913
0,789483915,936700628,4970994,840553859
0,841958919,963167534,552088919,921879251
0,81613203,934363428,486130746,892311878
0,79613861,949710854,486715741,907911842
0,898960042,952668416,592161069,97010007
0,88443646,960072748,643299371,919218793
0,850541855,961247587,58743236,933881549
0,808986892,953972012,604933457,904676966
0,843076684,939452155,511821772,899900233
0,786989624,947681295,537756545,872056111
0,826747475,939457359,530005362,896816519
0,763733931,942923901,520450446,867400308
0,796760839,939687902,522059182,83350969
0,825953294,9586984,584312387,919702512
0,846480235,941148777,558231365,900414185
0,804348541,948293318,531906596,794902803
0,786865779,945624473,536635304,899537443
0,858802743,953729717,613318383,883181667
0,872502028,949476939,535319066,907428122
0,8006417,941689195,537464047,823019016
0,74026856,944608503,56452006,864800314
0,860767436,946727776,592258568,872449134
0,790995824,964947713,601277239,89560722
0,853173037,939248018,514600497,840463162
0,830283563,942220864,549895188,858270097
0,861148827,948144384,585969873,885116546
0,752464495,953279967,469165895,840765487
0,8175179,945250568,591234827,935574568
0,82661487,948398612,615122118,815370197
0,844371169,942017596,529615366,855579406
0,7796142,937928888,521864184,861595671
0,807077733,933554419,509823039,838588747
0,788078006,972275549,734997319,911086253
0,809888624,950157773,537756545,896000242
0,84817741,9399915,547798957,884542129
0,706221337,932107583,470628382,798409771
0,85115369,936197742,494613172,923753666
0,749380701,936054897,492273193,884874686
0,829309166,8957631,430751231,873597968
0,859401673,928777721,470482133,959639629
0,811722148,872370179,529274119,940441999
0,762936482,931455812,500755618,876590985
0,831449819,922870213,468824648,853493364
0,737932464,931369142,473407108,859358467
0,74922603,913503797,441281139,957402425
0,802895693,943328079,546628967,886567706
0,848707094,93684036,508994296,870816579
0,824335501,941293023,531662848,923874596
0,835802845,952514187,599083508,919007165
0,771640848,943098917,535221567,929044351
0,793422436,936897565,479013309,909060677
0,787659032,91922849,483352021,819239955
0,810659969,949970343,518256715,877588657
0,806975484,938620248,494369424,935030384
0,79601671,934528974,49943938,845149197
0,782791989,939339139,500950617,88820026
0,781912987,881896736,397504022,841763159
0,805672538,941667118,537025301,875260755
0,765597082,94348629,522010432,868791003
0,854151521,945628648,56569005,945551289
0,760891872,939750528,52917662,871723554
0,778887148,925797635,470628382,950509417
0,834889921,939116186,500365622,90023279
0,814385549,937608029,508019305,894458385
0,763627111,940930626,534051577,884904919
0,841920294,941442298,519280456,901956042
0,777531183,945359967,542777751,888230492
0,784893368,945381552,548432701,875532848
0,849967703,947315053,471505874,935151314
0,778482689,92298047,461950958,914986244
0,777063433,931504843,477599571,854793361
0,878563504,953561936,563301321,9129909
0,799718231,942777285,526787891,835051546
0,777004743,966602178,63652318,915379267
0,886234175,946544025,57027251,917767633
0,813210301,960836423,552235168,93729782
0,818558079,945684912,551065178,896030474
0,798495595,937796368,509579291,88904677
0,815942824,945357766,523765417,885418871
0,759153345,922283353,49144445,809837652
0,778462434,953485214,480329547,914744384
0,820521179,937594114,505630576,881307253
0,872332144,921101496,403548969,924509478
0,786862856,934897868,498025642,877346797
0,87030589,945698369,562960074,940562929
0,720965936,893267606,285233754,759198234
0,836462402,947021505,592648564,844181758
0,748749203,936154974,485497002,852072437
0,832827681,923592862,441671135,852767784
0,799737133,940945777,523326671,858209632
0,808238059,945840081,511236777,856395683
0,82212298,948380149,565153805,920851347
0,822110187,936971575,482962024,866100311
0,840951896,943508358,559791352,928137376
0,831689741,942710057,511919271,823895758
0,779493788,942289813,500316872,921607159
0,730451735,920162132,450689806,905553708
0,818615247,851901228,342612002,892523506
0,848765991,947752573,567445035,881821205
0,774013974,941429983,500950617,87021193
0,860142928,942792318,518305465,837742238
0,809644092,952116265,609905913,893611875
0,779342238,937683218,506751816,915772289
0,848570746,94063266,531516599,884844454
0,850210203,93939106,517915468,848535236
0,87957775,946668543,547993955,941197811
0,848986442,945057637,513235509,89476071
0,815979885,948886419,571978745,950086163
0,838233168,942241536,544630234,949602443
0,786395758,932021805,499634378,867097983
0,773714302,941114198,52805538,862532878
0,780658381,939955231,536927802,828853886
0,852945389,93817774,511041778,886658403
0,784951816,938634129,512796763,83728875
0,783760376,937085073,566372544,796112102
0,857014872,951576468,579632428,880490976
0,767116673,941750438,524935407,842065484
0,83645054,937372626,501291864,935362941
0,801053515,933029849,494271925,827009705
0,736883505,922696968,485838249,806512078
1,705929888,914446055,424901282,775160988
0,771608146,933430864,473602106,882697947
0,827729962,95160351,588309852,921365299
0,814727778,930407453,459659728,852011972
0,789380909,964584179,693852679,896937449
0,798196855,951143615,572076244,976388427
0,893444659,975191046,660410471,946821054
0,769587737,952158507,557451372,927744354
0,782024688,937265165,509871789,869697977
0,78788122,929451839,434358699,876500287
0,737083333,93586315,498123141,887807238
0,80923144,942743078,496124409,959972186
0,786944344,951296886,527519134,87677238
0,794715767,940648912,5486277,884572361
0,811104302,9442206,535562814,893067691
0,764956129,922365231,427972505,918130423
0,789965493,939640278,522985424,86316776
0,83835798,944164217,527860381,850379418
0,794603652,933821722,48461951,853372434
0,775851066,935576787,480670794,848807328
0,854520552,945114058,547750207,90095837
0,818421529,937562929,501925608,878011912
0,799480906,948613917,539316531,926383892
0,845495708,933307343,455223517,961302416
0,790295775,931564329,473943353,941590834
0,784892119,906364575,469458392,858028237
0,803516048,950505424,584604885,966260544
0,779013402,940807683,525520402,883514224
0,805564528,938507489,499244382,868609608
0,832093747,946415999,571003754,865102639
0,79481548,938210494,503826842,866070079
0,829985556,944987648,534636572,908395562
0,826647495,93971815,504606835,929769931
0,811263245,931800537,465509677,912053693
0,774575343,949520948,555257641,948272213
0,841265113,940383045,519816702,970795417
0,801423328,942140874,516404231,944765245
0,780637746,93813288,514113002,913656015
0,765793466,940450617,523229172,942195483
0,875297835,940078816,486130746,905886265
0,847175404,952215373,55428265,932823412
0,806748403,936247464,484083264,938355957
0,786884821,941361366,499829376,815884149
0,791145576,944770228,546092722,878707259
0,856188843,946450038,543021499,919642047
0,778013717,943518457,508506801,897421169
0,766879777,950547859,551747672,891707229
0,841219246,947981568,571150002,886204916
0,769752803,96444369,597621021,903316504
0,76443116,937525899,492078194,866311939
0,843037637,941265552,504460586,896514194
0,83322095,934857274,493491932,951688484
0,860941126,948290619,559791352,890316534
0,842767396,943857979,580071174,892130483
0,8279467,945443577,504168089,883816549
0,762875205,936938579,500073124,9320676
0,81174626,915975508,495441915,852949179
0,807553708,946391285,530492858,933911782
0,876268858,942923005,52917662,80203767
0,833009231,947507763,555598889,926625752
0,842401703,944276512,520304197,906037428
0,822375441,949208225,567786282,921304834
0,879376758,937983645,497050651,960153581
0,885638432,952970946,581192415,927109472
0,792704152,942919941,526300395,897451401
0,835847357,939116436,535172817,926686217
0,819820004,929160296,456247258,825709708
0,75129546,910497869,488665724,816277171
0,919281361,946746492,560327597,935937358
0,793261775,946428727,545556476,871179369
0,856567016,953686866,559352606,900746742
0,789882705,934901952,492858187,897995586
0,784672002,940253822,506361819,806088823
0,83120437,93139451,49714815,842639901
0,830534698,946209723,522985424,92502343
0,910489109,956710301,568761273,93097923
0,779238319,935345771,489055721,798742329
0,836581249,968544286,567396285,919702512
0,823879332,935918573,477892068,879493304
0,812186936,958184134,561887583,903739759
0,860640552,93953734,502510603,968921003
0,866152242,963867131,626480768,929951326
0,85191002,955617907,577292449,922755994
0,850418274,945386614,521864184,941681531
0,841550234,928757449,451226052,914351362
0,796100838,952464712,54740896,873325876
0,829912485,934936954,509969288,890860719
0,77187896,944255448,524935407,86851891
0,787710352,933125458,476283333,828460864
0,862884168,961680056,576561205,957976842
0,850083698,93498756,505240579,91359555
0,816817959,95026244,544825233,787495843
0,768176316,944990464,527372885,90715603
0,863338169,952830406,602008482,896483962
0,837086184,946840093,542485253,959186141
0,833797472,943142305,526690391,898328143
0,755908307,948031806,551016429,897542099
0,808241648,945469158,557500122,851104997
0,770857607,961493525,496611905,908335097
0,853148535,942161822,534392824,839525955
0,833833601,941241603,54857895,885056081
0,850033804,952575581,602398479,909756024
0,801489165,954352652,546043972,849200351
0,830918184,951984923,608735924,965081477
0,863086424,955867044,618583337,858028237
0,804582688,936380863,501096865,938325725
0,807309336,941358169,537025301,875260755
0,811134112,93012827,484278263,909181607
0,78174908,96098641,679471555,93146295
0,831117309,953944888,541315263,933004807
0,80812626,946607293,563057573,880188651
0,726606429,935372658,495783162,809202769
0,877376406,941131043,565543801,966714031
0,792860954,934396969,521571686,909211839
0,774640317,921003131,451811047,885297941
0,859399146,947988687,579681178,883514224
0,856501641,92475292,442207381,943948968
0,773895868,938244019,506995564,886174683
0,831208351,895635547,457514747,857786377
0,875500815,932420159,491931946,974030293
0,798607787,814874478,405547701,925900172
0,759042407,928663075,470433384,851044532
0,822155041,931314676,493589431,892583971
0,764304696,931824208,47540584,878223539
0,866942436,913269534,464924682,930374581
0,804197308,947257713,579632428,884149107
0,82300537,93439231,478672062,878797956
0,822198245,940520712,527470385,910844393
0,801042532,94585547,537902793,890830486
0,763942556,942081458,529956613,939172234
0,790776624,942389322,503680593,933035039
0,792472002,92814755,505289329,815430662
0,809448818,9539544,534149076,911176951
0,804293636,950425758,55316141,943223388
0,812066679,937185685,515039243,833358527
0,770603887,938919543,504850583,900656045
0,776594304,9103128,407205187,804728361
0,772408401,937526848,503095598,854944523
0,836881971,951492184,538049042,893158388
0,864760625,943737498,534636572,96913263
0,806630515,940501767,529517867,861474741
0,787893623,934546724,512943012,963600085
0,818282603,943875518,534002827,93826526
0,844316456,94000961,524009165,90059558
0,757118899,949621318,57027251,923753666
0,82409079,940579713,514649247,914442059
0,809754958,94818026,543703993,933639689
0,786818293,947693201,515965485,897511866
0,854684144,944211688,464827183,963630317
0,794428766,926232874,491688198,930918765
0,86233478,926928992,450787306,877135169
0,85180335,948546884,506069322,925355988
0,810224147,946590355,522449179,867128216
0,757718387,969474766,57719495,941409439
0,899522781,953332172,599717252,924237385
0,82135342,961861646,546190221,938658282
0,819120241,944658822,546141471,896876984
0,786292174,946035576,55540389,893823503
0,803198208,941596945,530882855,88176074
0,768691664,924847974,5086043,833691084
0,776096404,956281188,477843319,923239713
0,81328735,944468464,548871447,891979321
0,881462229,923215548,481840784,950388487
0,782124209,936575764,506459318,877316564
0,871376573,948027364,574464973,950993137
0,781925854,884160159,41485887,83121202
0,828623893,946309783,552430166,86449799
0,782524345,941244276,506166821,883121202
0,84358327,924789949,469409643,856546845
0,813313965,943165202,521620436,878072377
0,829014393,950851955,530005362,884330502
0,822987922,946906074,561253839,924690873
0,80054411,922637637,416760103,871421229
0,860339671,946306517,565348803,934969919
0,833362842,938723936,480378297,835988754
0,783494391,944242797,507239312,923935061
0,721176609,897290339,436016185,908365329
0,82609579,839854108,399502754,895728149
0,8267134,945598308,531857846,884239804
0,738304137,946868957,522790426,892886296
0,83929307,943496956,51542924,843516643
0,883019184,954191959,656120509,957825679
0,783919377,928723165,452298542,918674608
0,818570273,936926693,509238044,857363122
0,849267829,940241827,522546678,84566315
0,873610949,944736723,552868912,928258306
0,862557733,949897869,554526398,911872298
0,846268936,948119995,56232633,922635064
0,852653202,95390514,61946083,937751308
0,801488068,94157562,524106664,887414215
0,798666192,937134582,48910447,863077063
0,771725115,947837645,592258568,838195725
0,852258279,939059149,509286794,889742117
0,784623368,941638607,518354214,85636545
0,789263824,940362779,534782821,80155395
0,861362714,951593034,53600156,898297911
0,776422401,939177285,508165554,839858512
0,804484889,94014858,520401696,916951356
0,84882164,932833497,49373568,827251565
0,736887083,926850269,540291522,822353902
1,783739293,934634543,469214644,879009584
1,860342381,868608915,34397699,911025788
1,743139372,938769319,497879394,818121353
1,73117636,90736297,395212792,836109683
0,816789367,932757596,477063326,908818817
0,840306517,945986056,541169015,946972216
0,835364576,931999826,473845854,879402606
0,820886648,955197276,625652026,952837319
0,758165017,942969329,536489056,892311878
0,866252525,965643367,605567201,892946761
0,746142692,95345933,570613757,918976933
0,793296543,937243573,489543216,86900263
0,777997772,925810725,478720811,875532848
0,771929352,937585507,484863257,885388639
0,792178024,942137873,493150685,959216374
0,817925947,956433259,565495052,909272304
0,803009439,944420548,565056306,897088611
0,80478595,944270373,531077853,863258458
0,784036453,929040355,454638522,916316474
0,762579664,940435656,514941744,869879372
0,841998834,946189661,516452981,864225897
0,811822082,934569068,491688198,842851528
0,738894285,936670983,48452201,868609608
0,849508199,942340352,535660313,903588596
0,815830789,93714717,49261444,892644436
0,801243089,950438293,547506459,929165281
0,856276448,929238845,441378638,964083804
0,800060567,940561187,518402964,959428001
0,787262016,935795331,490810705,861111951
0,778557317,952707543,583922391,957069867
0,814433113,940083309,519524204,885993288
0,807474595,938977208,496514405,882577017
0,83345862,945015072,555842636,894458385
0,813280373,939827928,51201677,874867733
0,81377874,941855849,504606835,901381625
0,816738668,932199071,47316336,91822112
0,751896939,948046867,549505192,928439701
0,795422047,937209712,502754351,949269885
0,802649893,940461719,501925608,954046618
0,807435338,939173365,503339346,947335006
0,75174239,937895835,509481792,899960698
0,876774506,939712385,493296934,915681591
0,834324272,949321481,529225369,927230402
0,80896358,93194701,459708478,951083835
0,801801862,941086002,51196802,836684101
0,791022535,943121628,529225369,88115609
0,8635924,947173808,541315263,928349004
0,762156607,943550989,515575489,909695559
0,756263058,953938206,556378882,880642138
0,832208266,950580654,572417491,912537413
0,766314769,970572109,601082241,916074614
0,781692387,934895682,493053186,8879584
0,827208828,941738663,51547799,896997914
0,802147209,930681307,476965827,928983886
0,849552121,948282635,540389022,899356048
0,88308292,943965833,560327597,95564894
0,823425297,943750015,503778092,876923542
0,761349917,935142095,476965827,919007165
0,794763277,909721506,465070931,838921305
0,807240297,948283934,521327938,93862805
0,853007621,944644418,539267781,803670224
0,81295165,942013305,504850583,948241981
0,851264168,939858208,494661922,867611936
0,839729444,942473746,514356749,947546634
0,855962672,937921093,493004436,945914079
0,885820969,94298403,486423244,951204765
0,813015495,935546201,503144347,896846752
0,877656195,939718187,521327938,978655864
0,832794323,929756293,480622045,837470145
0,82847086,920026366,533417833,883604922
0,896907756,950125862,586554868,939565257
0,794189674,940107816,522839175,869818907
0,844351532,950198732,549602691,897602564
0,842929537,937523369,505874324,893067691
0,796532993,941831377,52800663,802521389
0,844430266,922638316,433968703,833902712
0,823584511,9466138,519670453,910814161
0,815616148,938395472,470530883,833781782
0,809434003,942170559,531272851,822384134
0,834425994,968268784,569736265,931281555
0,821779233,93573947,499683128,876349125
0,825979769,963571145,544386487,909060677
0,834819107,932943197,480475796,947969888
0,852816824,968843182,619217082,934939686
0,844054852,956858346,575586214,916588566
0,850164202,943530873,510700531,932823412
0,856992269,92681603,432213718,898237446
0,785617729,955505579,523277921,885781661
0,803340421,936028275,520450446,862835203
0,791554257,945692898,53488032,886779333
0,782712771,931426095,467020914,824621338
0,892224571,957690863,543801492,98176981
0,874657468,933090886,474967094,936602473
0,828011225,951733592,521620436,816821356
0,778953957,942228871,506459318,903014179
0,854681005,953835857,563935066,901139765
0,84361037,941389151,512650514,976720984
0,855571157,939338864,501486862,958521027
0,743774569,946584706,534149076,897209541
0,831970658,947681726,586944864,884844454
0,781724182,957662113,538097792,905069988
0,86378032,945591179,545897723,850560813
0,846360591,919797041,42056257,914804849
0,828993919,95711368,567445035,912083925
0,729537858,952563609,508311802,860628231
0,829807873,938679943,499585629,953230341
0,937880276,95472391,640471896,902137437
0,792235866,938586544,50738556,923511806
0,794349684,941228884,523960415,851437555
0,8162188,925396872,477209574,925416453
0,775512383,961051207,62170331,91323276
0,824247131,961141171,587822357,94422106
0,827901959,946104035,540779018,931190858
0,749339302,950614315,682542778,973244248
0,887033024,950812417,555891386,974755873
0,892884158,950425989,602690976,938779212
0,784695746,937768367,51547799,921879251
0,77787145,921917415,501438112,897451401
0,890148667,941320819,551308926,9189467
0,869970061,951066657,602349729,923028086
0,8664956,94416319,550431434,864891012
0,743923691,953447627,709647541,777670284
0,849509729,95056702,552478916,928681561
0,9625631,938690815,523131673,937237355
0,825676737,941508347,537951543,877770052
0,847126349,918692068,436649929,935060616
0,777425292,938813684,514990494,893339783
0,847638612,929867027,471554624,877528192
0,877058901,933446678,47199337,964900082
0,797123979,917345741,478574562,914290897
0,758295303,924947994,473797104,838649212
0,824503077,934092954,489348218,906642078
0,762362264,931877939,471018379,886416543
0,900703248,911533708,463315946,961907065
0,793179981,942918352,543655243,863984037
0,810890302,926434052,434748696,891404904
0,826434332,937706711,508214303,926655985
0,803767186,950169311,561985083,886204916
0,769522753,94642501,541851509,959972186
0,776910123,941618671,488470726,941923391
0,787807298,923037469,466630917,822172507
0,808881427,951008029,494564423,924176921
0,775352797,945140059,497245649,929437373
0,84482693,93232549,477404573,855639871
0,776877224,934067235,48232828,873628201
0,782899119,904769517,442938624,817002751
0,74822213,941156887,53834154,859842186
0,814900863,951151406,543703993,895425825
0,840693812,939453273,499195632,984400036
0,746631188,93943196,518744211,85684917
0,766873038,935142239,497391898,967379146
0,829588657,942359505,518646712,970281464
0,826504856,947718436,556866377,912114158
0,772261589,953123103,571783747,936481543
0,815157844,936716776,497635646,904586268
0,823899735,948320471,548481451,95041872
0,800609465,948915818,532637839,902318832
0,766093753,92977984,443036123,830909696
0,785727048,935537678,521230439,927169937
0,846059579,930004583,473894603,848111981
0,859572987,953287935,53024911,944251292
0,81914762,950986939,518549213,908425794
0,771345928,970437218,574026227,937146658
0,88171569,96241147,691902696,896423497
0,819035634,963227413,5543314,937569913
0,797329684,950711923,575829961,872237506
0,776875187,944814079,529712865,873537503
0,77541267,937532249,516940477,877467727
0,799779703,934144597,53941403,848686398
0,776078454,960067669,476088334,94361641
0,77712622,9485784,56686004,920307162
0,858572164,916752755,45371228,939897814
0,798630319,934356611,489640716,903588596
0,879681492,949231552,578364939,953804759
0,774265435,888690148,336225808,852918947
0,789110768,945774016,543703993,869516583
0,786486416,943083822,515672988,891888624
0,831993637,927374423,491590699,885207244
0,819121988,94539234,513479257,901018835
0,806846662,953521215,52113294,898842096
0,829342065,948375347,563203822,927986214
0,816629464,938082006,501925608,86960728
0,88827197,945023866,544630234,952595459
0,806867612,936486236,473894603,842005019
0,814699285,945818109,512748013,930102488
0,698857697,869429342,416662604,888049098
0,853711536,89529471,446399844,915621126
0,85665528,945217743,51659923,918674608
0,77812631,942721137,49485692,916649031
0,859587175,944596338,522351679,86851891
0,879076853,951723909,588456101,962662878
0,788290858,931930785,472188368,933851317
0,825527533,930497383,473260859,842549203
0,813613071,939090918,523911666,80726789
0,863541809,946494122,551893921,912809505
0,848967006,945187008,542144006,921667624
0,821093421,951952215,577731195,957432657
0,86756265,957361372,609857164,952625692
0,788350764,948296672,54170526,878374701
0,814383496,937382933,493589431,896302567
0,860012657,94828794,564325062,927865284
0,792017386,943347208,522156681,856909635
0,788650071,944050016,545263979,807781842
0,834781656,949374895,529030371,901351392
0,833873404,939730532,525520402,867884028
0,801835139,940711216,511724272,917374611
0,864317764,931891754,488275728,846509659
0,802236204,932201684,538975284,829791094
1,75527778,91005676,430556233,799860931
0,796892501,887773666,288792473,826798077
0,824067294,942158095,489006971,946337334
0,813158846,920929015,448301077,90570487
0,754825893,943252786,536635304,952928016
0,899982667,968847486,574708721,903830456
0,766979459,936876909,493394433,828309702
0,877154242,970227146,598986009,901049067
0,727556733,948963486,533320333,917858331
0,784793014,937205964,482815775,880218883
0,792797081,925345039,478964559,899537443
0,756616049,936786161,477258324,86863984
0,813373192,947818392,485058256,937509448
0,796806899,954388941,508896797,920004837
0,778976172,93469159,511626773,870756115
0,828089072,942338683,496173158,875381685
0,771334671,920396053,369716765,981981437
0,773530884,937491804,491688198,883816549
0,79255983,947138659,514600497,88309097
0,797754614,931750965,46970214,843698038
0,783792889,93433349,465314678,852979412
0,872151869,938453736,513528007,924932733
0,809579896,935931167,488178228,905644405
0,803122837,946606494,531809097,912718808
0,826682853,927344042,447813582,902590924
0,766390665,935009562,514161751,957886144
0,787420144,909182647,393652806,878858421
0,750090545,95115308,556915127,938930375
0,777198296,936065721,503778092,884572361
0,814882324,934938384,486081997,884935151
0,804730278,941020351,518159216,903437434
0,813515459,941579167,523814167,874444478
0,791537975,938694997,497294399,879039816
0,827457316,929878558,437234924,909695559
0,750712866,944919979,513284259,925718777
0,780921833,936165345,505776824,95029779
0,800200503,938446393,486325745,963116365
0,804611793,937223716,500414371,92550715
0,755199638,930268388,476039585,907609517
0,899809649,936688408,49032321,953411736
0,819688759,945437931,503193097,937962935
0,802844206,929525844,446351094,964900082
0,804902491,940486289,501584361,855004988
0,762358205,936706897,477892068,888260725
0,852028336,942206284,514113002,90800254
0,757857821,936558071,482035782,903769991
0,765651069,950868887,516257983,871693322
0,820339168,949141568,564910057,91226532
0,751256047,968078011,546092722,904707198
0,769262753,935734499,485350753,911932763
0,813685352,938115412,49485692,912235088
0,788246615,920315772,422561303,948514073
0,848204087,944428546,514600497,914956012
0,831064214,938165765,495490664,945914079
0,82685702,941126085,486520743,888744445
0,759317963,921983691,441768635,954560571
0,80564433,907756757,497781894,866432869
0,803241511,946089639,499488129,936481543
0,863966982,944546632,5200117,840372464
0,836792172,927651575,413445132,961030323
0,832978684,935883158,487154487,882183995
0,815325813,938240005,479793302,932944342
0,849794586,929842323,440891142,959065211
0,897208328,910391743,393604056,948967561
0,784186512,937997663,512163019,888653747
0,858954845,93095463,480232048,959276839
0,814143672,925835517,43884366,844907337
0,810041456,902630218,475064593,895425825
0,895036503,933059839,504509336,934516431
0,774887994,933450344,481402038,900504883
0,816083976,941694447,504460586,912114158
0,754811792,935307337,495246917,899900233
0,785423011,937642582,492468191,868911933
0,92967602,922498327,428313752,877346797
0,771204108,92630862,428216253,874625873
0,804354816,929753666,427777507,83837712
0,824056351,943064648,504411836,872660761
0,838755297,963430683,553941403,945218732
0,775921004,922890269,417735095,843032923
0,814147855,968320331,538682787,919732745
0,839837005,934542547,49602691,961483811
0,861072611,962680951,583142398,905130453
0,849413608,95623489,531857846,940744324
0,851304554,941328575,507190562,938355957
0,854395214,925411042,436308682,915228104
0,798774407,954820692,503095598,891586299
0,791280977,921210365,43309121,858149167
0,79575493,947045259,533369083,902197902
0,772993597,933443299,478720811,875139825
0,889849825,956343571,516209233,981497717
0,880833321,918954822,412421391,926776914
0,826911482,933459566,390971579,776098195
0,786741084,942217714,506118071,909363001
0,82993838,954586213,559450105,903225806
0,775092258,925069633,427143762,967590773
0,827884176,935427499,498171891,958430329
0,736399859,943349875,497635646,911297881
0,827167658,945200647,567103788,873990991
0,779499204,953983248,519377955,882063065
0,889309407,94572407,512455516,881670043
0,795231702,951767952,4971969,937086193
0,721625706,945622168,465070931,857604982
0,829175535,938552562,500073124,933639689
0,796476651,915221756,414273875,93717689
0,738129423,932855994,467947155,865223569
0,821461526,92685078,499195632,923390876
0,790449329,963133192,586067372,909060677
0,805323975,958232717,544191488,91846298
0,762564119,939766301,488909472,916528101
0,861852105,944648396,525130405,972518669
0,860348578,950039626,591039828,931735042
0,780788499,940881502,53029786,924237385
0,765951784,919933693,494515673,900807207
0,905939523,936427818,475162092,948332678
0,83747148,956086028,572661239,937448983
0,916102509,943577702,516209233,918886235
0,80575477,951547069,664261688,916890891
0,813064576,95187275,537951543,928983886
0,884918212,945052112,554575147,91858391
0,793106585,933489211,487739482,880309581
0,7857514,932430822,474138351,941318741
0,787121648,938766136,504460586,755751731
0,874795217,926466889,509043046,925295523
0,863513208,908823319,411690148,858209632
0,620461632,919254414,456296007,755298243
0,88322044,960552625,591332326,938295492
0,810510845,907480541,434114951,915379267
0,776780776,93586378,484278263,898539771
0,832541649,930373359,473260859,87689331
0,890299243,923567633,453224784,987786075
0,783181313,905485308,417735095,909997884
0,742584417,925842402,508848048,840674789
0,790204775,925902023,441573636,896574659
0,732527772,927970801,453078536,895546755
0,923612209,90433025,446253595,973909363
0,806143219,938372992,520255448,883030505
0,775588753,912344205,38741286,881700275
0,81202465,936807621,519280456,919218793
0,83044084,94930584,557597621,909574629
0,760054516,940483178,516501731,964023339
0,782647829,920723639,41256764,945218732
0,787095434,916282906,437234924,836260846
0,787066269,94097186,428849998,947637331
0,765689087,93711875,448203578,941288509
0,806996002,933498358,488811973,842277111
0,697681954,919445223,420270073,87495843
0,768899128,900341255,45142105,814705082
0,768643743,939684195,521084191,880158418
0,7736856,950518248,53717155,903528131
0,832537583,926135663,451128553,981830275
0,762682118,934243057,509286794,846207334
0,765034676,931494428,475503339,920186232
0,781063252,933795465,478574562,950509417
0,822570978,944656065,531614098,922060646
0,748492593,946005256,516014235,940260604
0,792130069,933167186,47545459,890528162
0,824453915,946053072,549505192,95613266
0,791336021,947607323,526007897,890649092
0,752730957,923853117,448739824,814493455
0,831523824,932933485,506654317,939655954
0,847664368,928122083,469360893,855670103
0,859277105,950268209,504558085,966925658
0,791007089,943301308,484424511,894488617
0,74718197,964884382,523667918,917767633
0,844628886,953803746,606200946,890679324
0,82375927,959648874,518939209,942014088
0,749233584,943276984,515282991,868488678
0,725919205,935776763,489981963,864860779
0,762527312,936627517,505386828,877618889
0,791365899,939839899,527909131,884179339
0,775785817,963373349,491590699,954893128
0,755580853,93850563,51313801,919400187
0,841108128,914755478,460244723,908969979
0,709488553,929221611,460488471,885177011
0,839875203,944236997,559206357,923783898
0,723864594,854337084,361039341,809837652
0,786415298,943014874,515234242,88747468
0,757798992,937528931,483937016,914925779
0,843526171,937811321,555988885,902046739
0,794492345,939552899,477209574,89536536
0,807174726,956751454,48915322,951658252
0,829649979,944356764,539219032,935423406
0,824636113,940054723,509530542,884330502
0,839394807,932182621,489201969,953683829
0,804913785,942131298,498805635,88747468
0,784530285,934247052,436698679,922272274
0,802012265,898068975,426705016,939142002
0,867049999,945713063,510261785,920851347
0,735630506,944384052,510115536,884270037
0,876820927,944644294,496904402,916769961
0,882963969,949156656,587334861,971218672
0,790541073,933599293,483498269,939021072
0,758919228,932970781,493881929,840372464
0,844204214,938384295,504119339,842670133
0,846013734,940678514,556281383,88127702
0,84609449,934922908,484180763,924176921
0,755524425,945824329,537074051,924842035
0,848550443,961873501,611319651,941711763
0,746191147,944185319,485984498,893279318
0,773064495,933727226,477209574,873325876
0,809920143,939804882,512163019,917042053
0,798289038,9437113,509920538,869939837
0,801728084,946977407,532637839,84554222
0,794530142,94116727,464632184,928530399
0,809457441,933201617,510359284,871390997
0,815017561,939505981,508506801,930828068
0,839670731,931214621,484424511,876016567
0,764707152,931243378,496953152,832995737
1,770421251,911195355,448349827,782447018
0,830991356,941600535,507531809,884058409
0,713068403,923341426,451274801,823442271
0,854025282,937226835,503095598,884844454
0,837295984,935127746,489689465,821719019
0,783197951,949532992,521474187,835444569
0,764688834,949998183,523716667,889923512
0,80630095,948184536,540779018,867430541
0,847636947,932395424,473797104,807570215
0,827566771,937106867,491103203,815037639
0,813008464,936261133,503095598,813979502
0,864125245,939382365,486715741,811319043
0,777122338,948707154,432457466,932007135
